id,user_id,caption,viewcount,created_at,updated_at,draft,demoted,hidden,front
137,3,"danah boyd's career trajectory - an internet sociologist on the loose in New England.",351,"2010-03-07 02:15:10","2010-06-14 18:17:05",f,f,f,f
131,3,"SXSW events for sustainable, non-profit, do-gooder designers and social entrepreneurs",213,"2010-03-06 23:36:54","2010-06-05 16:18:37",f,f,f,f
159,3,"@scottros of MediaBugs.org, no doubt hitting the citizen journalism talks at #SXSW.",210,"2010-03-08 07:36:31","2010-06-10 16:41:16",f,f,f,f
207,,"iPad reviews from 6 of the most popular publications: general agreement that it's a new paradigm.",200,"2010-04-04 23:45:30","2010-06-14 04:12:05",f,f,f,f
211,71,"The History of OpenSF",173,"2010-04-05 23:38:44","2010-06-10 07:06:15",f,f,f,f
180,3,"@ontheroadwithiv - 'special school bus' to speaking about Personal Branding and passion at #SXSW.",165,"2010-03-14 22:06:42","2010-06-08 04:42:07",f,f,f,f
385,97,"An overview of some key players in the CRS and Interactive Classroom Technology industry.",161,"2010-05-26 19:14:43","2010-06-15 20:42:11",f,f,f,f
289,29,"From private to public: Facebook privacy policy changed over time  (screenshot version-1)",147,"2010-05-01 06:43:48","2010-06-15 07:38:52",f,f,f,f
160,3,"A haiku for @dylan20: ""Hipsters await. Will the haikus flow? Only he knows."" #SXSW",147,"2010-03-08 08:03:49","2010-06-12 19:29:27",f,f,f,f
290,29,"From private to public: Facebook privacy policy changed over time  (screenshot version-2)",124,"2010-05-01 17:55:12","2010-06-15 06:20:24",f,f,f,f
284,71,"Maintaining Privacy in the Age of Social Media: What Not To Do",115,"2010-04-28 07:16:09","2010-06-12 18:23:21",f,f,f,f
53,,"First female poised for Costa Rica presidency, joins a growing list of female national leaders.",109,"2010-02-10 14:04:39","2010-06-12 18:49:41",f,f,t,f
236,90,"Raising graduation standards while slashing education funding is crazy talk.",105,"2010-04-14 20:58:31","2010-06-09 04:38:17",f,f,f,f
298,29,"From private to public: Facebook privacy policy changed over time  (screenshot version-3)",100,"2010-05-02 21:10:39","2010-06-14 20:31:51",f,f,f,f
79,,"Plane crash in East Palo Alto causes power outage; plane type has crash history",93,"2010-02-17 20:03:04","2010-06-12 17:10:21",f,f,f,f
228,82,"Who should pay for online universities like Wikiversity? Sustainability of donation questionable.",86,"2010-04-13 21:07:47","2010-06-15 11:29:25",f,f,f,f
221,79,"Learning in the networked world - Top class educational resources",86,"2010-04-12 06:51:55","2010-06-11 13:16:49",f,f,f,f
229,83,"Corporate e-learning: inspiration or cautionary tale?",83,"2010-04-14 05:17:00","2010-06-14 15:20:21",f,f,f,f
348,71,"Games For Social Good: An New Era Begins",82,"2010-05-18 04:25:13","2010-06-02 01:47:49",f,f,f,f
191,3,"Post-digital map design at #SXSW with @migurski.",80,"2010-03-16 21:12:03","2010-06-05 16:21:23",f,f,f,f
342,86,"How does collaborative learning happen in real-life?",76,"2010-05-12 17:58:08","2010-06-12 04:57:34",f,f,f,f
347,82,"Brain training game: Addictive for sure while effect questionable. Implication as a learning tool?",70,"2010-05-17 23:18:54","2010-06-13 01:18:59",f,f,f,f
214,3,"Second Life: lots of hype but some learning communities are effective - no clear best practices yet.",70,"2010-04-07 20:47:33","2010-06-14 15:36:49",f,f,f,f
333,82,"Changes in role of teachers as collaborative learning and technology expands",67,"2010-05-09 20:13:14","2010-06-12 12:42:34",f,f,f,f
188,3,"Gary Vaynerchuk: Born in Balarus, wine reseller, authentic communicator. At #SXSW, #garyrefresh.",67,"2010-03-15 18:00:28","2010-06-11 23:13:54",f,f,f,f
227,73,"Google's Catastrophe in China an Example of the Chinese System's Economic Protectionism",66,"2010-04-13 20:18:20","2010-06-16 03:48:27",f,f,f,f
210,3,"Lanier: counter-culturalist and individualist. From rural New Mexico to speaking at Stanford.",66,"2010-04-05 16:18:24","2010-06-05 16:21:28",f,f,f,f
133,3,"Location-based friend-finding at SXSW: forego serendipity in favor of advanced planning!",63,"2010-03-07 01:28:58","2010-06-15 19:00:10",f,f,f,f
283,75,"Social Media Saviness can be a Relative Advantage",62,"2010-04-28 06:54:11","2010-05-30 19:37:00",f,f,f,f
378,71,"Prominent Classroom Response Systems - Dates of Launch + Cost Per Student",61,"2010-05-25 05:02:09","2010-06-14 11:11:58",f,f,f,f
381,75,"School Laptop Programs Must be Well-executed: Some Do's and Don't's",58,"2010-05-25 05:10:36","2010-06-14 21:13:44",f,f,f,f
336,87,"New technology presents treacherous territory for youth: working to bridge the generational divide",58,"2010-05-11 01:32:24","2010-06-11 12:45:12",f,f,f,f
356,72,"To Do or Not To Do in Educational Gaming",56,"2010-05-19 14:35:47","2010-06-16 11:38:11",f,f,f,f
232,88,"NY Times: From dysfunction to collaboration, and taking that online",55,"2010-04-14 18:16:36","2010-06-16 12:14:33",f,f,f,f
1,,"Leadup to Obama's State of the Union",54,"2010-02-01 07:40:36","2010-06-16 23:36:37",f,f,f,f
324,86,"Hanging out, messing around, and geeking out gone bad",53,"2010-05-05 14:49:29","2010-06-11 12:55:36",f,f,f,f
257,82,"How will kids' learning experience changes with transformation of ""books""?",53,"2010-04-20 21:07:39","2010-06-12 18:15:26",f,f,f,f
233,86,"America's Educational Decline:  It's been mostly talk and not much action for the past 20 years.",52,"2010-04-14 19:18:53","2010-06-11 23:25:34",f,f,f,f
158,3,"Talented Christian Crumlish (@mediajunkie), ui design for PLAY... and PLAYing the yukelele at #SXSW!",52,"2010-03-08 07:27:31","2010-06-05 16:21:26",f,f,f,f
383,86,"How is technology and the Internet changing the traditional classroom learning experience?",51,"2010-05-26 13:55:04","2010-06-07 10:38:57",f,f,f,f
235,91,"We call it OpenCourseWare because it sounds so much better than OpenContentWare",51,"2010-04-14 20:43:27","2010-06-16 00:00:55",f,f,f,f
281,91,"Geolocationally augmented memory would be stupendous.",49,"2010-04-27 21:48:09","2010-06-13 09:17:04",f,f,f,f
279,86,"The price of convenience: the battle for mobile dominance continues...",49,"2010-04-27 14:55:09","2010-06-11 02:09:49",f,f,f,f
252,71,"Stimulating Broadband Adoption in the U.S.",47,"2010-04-20 07:06:16","2010-05-31 16:01:23",f,f,f,f
234,80,"The history of intergenerational program in the U.S. showing it is beneficial. :)",47,"2010-04-14 19:40:54","2010-06-11 11:27:26",f,f,f,f
346,86,"How can we get kids addicted to learning?  Hint: online games and media",46,"2010-05-17 09:03:17","2010-06-06 15:04:24",f,f,f,f
321,80,"Virtual collaborative learning is more tailored to individual students than is possible in classroom",46,"2010-05-05 03:01:05","2010-05-30 11:50:56",f,f,f,f
255,82,"Intense competition of online school. How is the quality improving?",46,"2010-04-20 19:57:25","2010-06-16 01:19:59",f,f,f,f
136,45,"""Battledecks"" returns in SXSW 2010: Big hit competition of presentation with random slides in 2008",46,"2010-03-07 02:12:42","2010-06-15 10:47:17",f,f,f,f
278,80,"Why Geolocation Services matter for educators?",45,"2010-04-27 06:47:32","2010-06-11 22:12:55",f,f,f,f
277,82,"Power of mobile devices: Not hard to make kids addicted to studying",45,"2010-04-27 00:10:25","2010-06-11 15:06:09",f,f,f,f
268,88,"Evolution from taxonomical approach to a social one for searching",45,"2010-04-21 17:37:14","2010-06-11 13:06:11",f,f,f,f
84,,"Martha Coakley loses her lead to Scott Brown in Mass Senate Race",45,"2010-02-19 14:37:01","2010-06-02 15:53:06",f,f,f,f
358,97,"The rising populations of MMORPGs",44,"2010-05-20 05:08:56","2010-06-13 15:51:09",f,f,f,f
323,75,"Neat Applications of Virtual Worlds and Online Gaming in Classrooms",43,"2010-05-05 06:50:16","2010-06-11 06:31:03",f,f,f,f
270,72,"The historical development of a flawed search interface (for children)",43,"2010-04-21 21:51:57","2010-06-07 17:20:02",f,f,f,f
253,82,"Internet penetration by country has strong correlation with GDP per capita? Not necessarily.. ",43,"2010-04-20 15:48:57","2010-06-12 23:42:53",f,f,f,f
230,85,"Immersive Virtual Reality GAMES will be a great way to educate kids...",42,"2010-04-14 12:33:51","2010-06-12 11:22:09",f,f,f,f
213,72,"The Patinas of Learning: Past, Present, and Future",42,"2010-04-07 10:57:04","2010-06-05 02:54:53",f,f,f,f
190,61,"Versículo del Día, Marzo 16 2010",42,"2010-03-16 07:25:20","2010-06-15 09:47:56",f,f,f,f
259,85,"Remote collaboration is becoming a viable alternative...",41,"2010-04-21 05:24:09","2010-06-11 15:36:16",f,f,f,f
56,,"Google China",40,"2010-02-10 18:49:32","2010-06-12 15:53:25",f,f,f,f
49,,"How I got to where I am: the institutions (1997-2010)",40,"2010-02-09 21:11:12","2010-06-03 03:09:42",f,f,f,f
2,,"Haiti Earthquake",40,"2010-02-01 07:40:36","2010-06-09 05:00:24",f,f,f,f
386,107,"Fewer women self-identify as ""feminist,"" but definition is slowly changing",39,"2010-05-27 19:35:36","2010-06-14 19:30:00",f,f,f,f
310,83,"Is the Web making our world more quantitative or qualitative?  Or something else altogether?",38,"2010-05-04 05:25:45","2010-06-11 14:17:52",f,f,f,f
272,79,"Rise of Personal Geo-Location Services",38,"2010-04-23 06:47:32","2010-06-10 03:48:29",f,f,f,f
260,83,"What the web knows about you",38,"2010-04-21 06:30:44","2010-06-15 09:58:50",f,f,f,f
269,97,"From Dewey to the Internet:  The reunion of mind and body in education",37,"2010-04-21 19:13:40","2010-06-15 00:52:45",f,f,f,f
225,75,"Is America Overeducated?",37,"2010-04-13 05:21:02","2010-06-04 16:37:26",f,f,f,f
51,,"Why it happened, how it goes: War in Afghanistan",37,"2010-02-10 08:03:31","2010-06-11 11:44:29",f,f,f,f
375,82,"How much investment do we need on classroon technology? Can personal devices replace it partially? ",36,"2010-05-24 02:34:37","2010-06-14 13:13:37",f,f,f,f
341,72,"Where is the process? Modern science education hides the process espoused by foundational philosophy",36,"2010-05-11 20:37:21","2010-06-11 11:33:27",f,f,f,f
303,82,"Efforts to perserve traditional learning community by shutting out ""virtual community""",36,"2010-05-04 04:09:32","2010-06-16 18:08:42",f,f,f,f
280,77,"Technology needs new norms and practices to support productive civic involvement",36,"2010-04-27 20:44:09","2010-06-13 04:59:52",f,f,f,f
258,75,"Web search expertise is a moving target",36,"2010-04-21 05:04:00","2010-06-14 02:45:32",f,f,f,f
231,87,"State-specific virtual schools correlate to poverty",36,"2010-04-14 17:43:08","2010-06-15 11:14:02",f,f,f,f
314,91,"The Penguin Revolution, or how to organize a strike of 700.000 high schoolers through social media.",35,"2010-05-04 07:53:41","2010-06-12 10:48:18",f,f,f,f
287,77,"Bridging the on-line off-line gap is an important research and design goal",35,"2010-04-30 20:08:14","2010-06-08 03:04:35",f,f,f,f
75,,"Snowboarding made its Olympic debut in 1998 with giant slalom and halfpipe competitions",35,"2010-02-17 11:31:29","2010-05-31 05:47:05",f,f,f,f
331,81,"AZ immigration reform",34,"2010-05-07 18:55:26","2010-06-15 17:16:24",f,f,f,f
311,73,"Meaning of Virtual Communities - Could this be the impedance to widespread use as a Learning tool?",34,"2010-05-04 05:25:52","2010-06-12 00:17:21",f,f,f,f
152,3,"Improv acting -> design -> brainstorming -> freelancing -> SXSW 2010.",34,"2010-03-07 20:43:29","2010-06-16 14:40:29",f,f,f,f
147,48,"Dead heat between Foursquare vs Gowalla: location is key at SXSW",34,"2010-03-07 05:44:05","2010-06-11 16:03:15",f,f,f,f
81,,Evolution,34,"2010-02-19 00:17:21","2010-06-16 11:04:14",f,f,f,f
148,48,"""Green SXSW"": paperless planning, solar power, carbon neutral...",33,"2010-03-07 06:32:53","2010-06-11 06:30:51",f,f,f,f
122,,"Rise and fall of the NY State Governor, David Paterson, the ""first blind and black State Governor""",33,"2010-02-27 18:10:23","2010-06-12 07:00:45",f,f,t,f
353,75,"Wait...do some people actually think Farmville is educational???",32,"2010-05-19 05:37:50","2010-06-15 21:08:59",f,f,f,f
351,80,"The play of imagination: innovative ways of learning in the virtual reality, Second Life",32,"2010-05-18 14:40:10","2010-06-17 01:57:39",f,f,f,f
315,72,"virtual communities of learning vary in size and form",32,"2010-05-04 17:01:13","2010-05-31 16:37:59",f,f,f,f
308,87,"Visualized data becomes more complex, up-to-date, and personalized with web 2.0",32,"2010-05-04 05:24:36","2010-06-15 01:53:15",f,f,f,f
54,,"Snowmageddon: Major snowstorm sweeps across the East Coast US",32,"2010-02-10 18:12:09","2010-06-15 12:25:45",f,f,f,f
338,77,"Collaborative learning is increasingly leveraged in education, business, and government",31,"2010-05-11 03:06:00","2010-06-15 11:10:29",f,f,f,f
322,75,"Examples of Safe Educational and Social Games for Kids",31,"2010-05-05 06:06:57","2010-06-11 06:31:01",f,f,f,f
263,80,"Art motivates kids to learn.Art +Technology could be even more powerful to engage kids with learning",30,"2010-04-21 14:25:04","2010-06-09 02:30:56",f,f,f,f
377,73,"From The Not Too Far Behaviorist To The Socially Situated Approach To Learning",29,"2010-05-25 04:15:54","2010-05-26 10:34:45",f,f,f,f
261,,"Internet in rural areas: Bridging  digitally augmented isolation",29,"2010-04-21 07:11:40","2010-06-12 08:06:59",f,f,f,f
90,9,"Madonna's concert tours",29,"2010-02-22 00:01:53","2010-06-02 18:49:06",f,f,f,f
89,8,"Timeline of H1N1 Cases in the USA",29,"2010-02-21 22:44:02","2010-06-08 08:51:22",f,f,f,f
355,73,"Gaming As A Learning Tool - Really Goes Beyond Entertainment!",28,"2010-05-19 13:19:42","2010-06-07 14:35:25",f,f,f,f
264,92,"many ""kid friendly"" search engines are actually geared towards parents",28,"2010-04-21 16:29:46","2010-06-13 09:01:20",f,f,f,f
196,64,"Wakefield scam finally gets retracted but the damage lingers.",28,"2010-03-18 21:26:10","2010-06-13 14:22:21",f,f,f,f
145,3,"The disruption of the textbook industry is imminent - the people involved will be at SXSW.",28,"2010-03-07 03:56:37","2010-06-14 14:59:38",f,f,f,f
199,68,FrankenWeb,27,"2010-03-23 19:10:12","2010-06-11 16:24:20",f,f,f,f
88,,"John Travolta's Career Highlights",27,"2010-02-21 22:08:26","2010-06-05 06:46:41",f,f,f,f
218,77,"Virtual Worlds have potential, but aren't reaching it yet",26,"2010-04-09 18:23:25","2010-06-09 10:53:24",f,f,f,f
382,92,"Increasingly teachers turn to phones and web 2.0 to increase class participation and engagement",25,"2010-05-25 09:46:21","2010-06-12 06:26:00",f,f,f,f
350,77,"Researchers are increasingly interested in games and virtual worlds",25,"2010-05-18 05:28:02","2010-05-31 22:21:36",f,f,f,f
262,79,"History of Web Search Engines",25,"2010-04-21 07:17:31","2010-06-12 20:09:14",f,f,f,f
123,,"SXSW Interactive 1994-2010; Startups of cutting edge web technology get their starts.",23,"2010-03-04 14:33:28","2010-06-08 02:34:06",f,f,t,f
184,61,"Versículo del Día, Marzo 15 2010",22,"2010-03-15 00:14:13","2010-06-14 11:43:44",f,f,f,f
132,44,"SXSW Japan Nite: Girls' bands and unique Omodaka, electric visual band live!",22,"2010-03-07 00:12:47","2010-05-19 04:44:31",f,f,f,f
121,,"Manga became reality: First Japanese female pro baseball player will play in the US pro league",22,"2010-02-27 17:20:40","2010-06-07 22:30:38",f,f,t,f
52,,"Web censorship matters",22,"2010-02-10 08:33:02","2010-06-12 23:49:57",f,f,f,f
80,3,"Stanford's joint MBA/JD program, started in 2007, is still experimenting.",21,"2010-02-18 19:30:46","2010-06-14 00:20:15",f,f,f,f
140,46,"Virtual World Innovators?: Australians (& New Zealanders) in SXSW",20,"2010-03-07 03:06:12","2010-06-03 11:54:38",f,f,f,f
111,32,"Starcraft 2 Beta Released",20,"2010-02-24 17:40:29","2010-06-11 13:39:08",f,f,f,f
108,,"Articles about Michael Jackson",20,"2010-02-24 17:31:56","2010-06-15 09:50:57",f,f,f,f
241,94,"Models & Weight: A Healthy Balance?",19,"2010-04-15 18:36:29","2010-06-16 21:47:40",f,f,f,f
223,81,"Charitable organizations utilizing technology for fundraising",19,"2010-04-13 01:18:09","2010-06-11 17:05:10",f,f,f,f
110,,"How a person dies.",19,"2010-02-24 17:35:57","2010-06-15 10:13:03",f,f,f,f
86,7,"Two 16 year old girls sail to become youngest to circumnavigate alone.",19,"2010-02-20 19:13:31","2010-06-03 19:14:29",f,f,f,f
77,,"Each gold medal is made with metals harvested from cathode ray tube: Eco-friendly Olympic Games!",19,"2010-02-17 18:23:39","2010-06-11 04:36:56",f,f,f,f
67,,"Bahman 22: Iranian government puts protesters down despite large numbers.",19,"2010-02-12 04:27:54","2010-06-16 22:12:48",f,f,f,f
55,,"The Group of 20 should develop voting procedures and “metamorphose” to become the governing body of ",19,"2010-02-10 18:38:58","2010-06-14 21:31:14",f,f,f,f
205,68,KennisNet,18,"2010-03-31 18:24:26","2010-06-16 06:11:44",f,f,f,f
183,,"Versiculo del Dia ",18,"2010-03-14 23:31:55","2010-06-11 07:32:03",f,f,f,f
151,3,"The digital afterlife: from web startup to academic inquiry to hip SXSW panel.",18,"2010-03-07 19:01:41","2010-06-09 09:45:52",f,f,f,f
144,29,"SXSW, boosting Austin $100M a year, could help Haiti with Start-up competition?",18,"2010-03-07 03:48:47","2010-06-16 07:55:47",f,f,f,f
138,3,"Over the years: danah boyd's publications on social networks, race, and privacy in virtual community",18,"2010-03-07 02:30:16","2010-06-11 17:25:12",f,f,f,f
134,3,"Mozilla's Jetpack for Learning contest: the circle of winners head to SXSW Interactive 2010.",18,"2010-03-07 01:42:49","2010-06-13 08:44:28",f,f,f,f
106,,"Olympic Games  - Headliners Through The Years",18,"2010-02-23 23:19:20","2010-06-04 20:02:37",f,f,f,f
94,,"Toyota Recall",18,"2010-02-22 11:22:24","2010-06-11 12:09:13",f,f,f,f
193,,"Zetterberg is the key to Red Wings success - wings drop three straight without him...",17,"2010-03-17 16:40:34","2010-06-15 00:14:24",f,f,f,f
142,3,"Gov 2.0 & Citizen/Government mash-ups - SF, DC, and SXSW.",17,"2010-03-07 03:30:21","2010-06-05 16:21:33",f,f,f,f
135,3,"Neuroscience at SXSW: bypassing buttons and tapping directly in. ",17,"2010-03-07 01:56:07","2010-06-14 00:43:06",f,f,f,f
128,3,"Crowd favorite keynotes of the past 6 SXSWi (and a prediction for 2010).",17,"2010-03-06 22:31:56","2010-06-13 04:50:24",f,f,f,f
125,,"SXSW Interactive 1994-2010; Twitter, startups and indie bands get their starts.",17,"2010-03-05 00:00:13","2010-06-11 15:59:29",f,f,t,f
30,,"The decline of Microsoft",17,"2010-02-05 04:43:40","2010-06-06 06:27:08",f,f,f,f
354,4,"How to quickly get ramped up in widget development in Android!",16,"2010-05-19 06:56:38","2010-06-12 07:19:29",f,f,f,f
335,,"Miss California's Controversial Carrie Prejean feeling ""Palinized""",16,"2010-05-10 00:36:30","2010-06-11 21:52:49",f,f,f,f
245,,"The surrogacy journey of gay couples: struggles and successes.",16,"2010-04-16 07:52:38","2010-06-11 08:54:33",f,f,f,f
177,,"Even luxury goods can be eco.",16,"2010-03-12 20:16:57","2010-06-08 12:52:47",f,f,f,f
112,31,"Harry Potter's 7 Years at Hogwarts School of Witchcraft and Wizardry",16,"2010-02-24 17:40:32","2010-06-06 02:25:01",f,f,f,f
365,,"Iceland eruption: We saw it coming, tourists died chasing it, yet feels like surprising shock.",15,"2010-05-21 23:23:17","2010-06-13 07:10:08",f,f,f,f
291,3,"Student organization endorse candidates, coalitions emerge, leading to ASSU election results.",15,"2010-05-01 23:47:49","2010-06-11 13:44:02",f,f,f,f
238,81,"6.9 earthquake rocks Western China",15,"2010-04-14 21:45:10","2010-05-27 09:14:11",f,f,f,f
220,78,"Kal Penn's Journey from White Castle to the White House and Back Again",15,"2010-04-11 19:44:22","2010-06-13 16:32:39",f,f,f,f
202,68,"Newspapers online - Kranten - Nederland",15,"2010-03-24 10:01:10","2010-06-14 09:22:18",f,f,f,f
200,68,"Jason Mercier - Mosaic Artist",15,"2010-03-23 20:53:34","2010-06-12 01:24:23",f,f,f,f
195,,"Zetterberg is the most valuable player on the wings - the wings lose 3 without him...",15,"2010-03-18 20:23:17","2010-06-14 03:37:15",f,f,f,f
129,3,"From Nebraskan farm to fastest-growing social network: Evan Williams' road to Twitter",15,"2010-03-06 22:59:52","2010-06-09 01:33:25",f,f,f,f
109,,"Jake's Timeline",15,"2010-02-24 17:32:42","2010-06-12 10:41:53",f,f,f,f
104,26,"Southern California communities are devestated by fire, rain and mudslides.",15,"2010-02-23 11:01:43","2010-05-30 16:47:35",f,f,f,f
95,15,"the great companies which have a world wide history",15,"2010-02-22 13:32:40","2010-05-16 16:50:44",f,f,f,f
363,67,"Gulf of Mexico oil spill threatens to change landscape of America in more than one way",14,"2010-05-21 22:04:58","2010-06-14 11:14:29",f,f,f,f
293,67,"The effects of interface on search strategies",14,"2010-05-02 07:24:02","2010-06-14 05:48:43",f,f,f,f
209,,"Watching Sitcom Standout Danny Pudi, aka Community's Abed Nadir",14,"2010-04-05 09:33:00","2010-06-12 08:47:35",f,f,f,f
189,,"pagina inicio universidad",14,"2010-03-16 03:32:43","2010-06-15 02:19:58",f,f,f,f
187,61,"Versículo del Día, Marzo 15 2010",14,"2010-03-15 07:55:44","2010-06-15 10:35:53",f,f,f,f
176,3,"Recent Berkeley protests: mansions, budget cuts, layoffs, you name it.",14,"2010-03-12 17:02:53","2010-06-11 15:28:17",f,f,f,f
83,5,"Tweak the Tweet: Helping Haiti",14,"2010-02-19 06:56:06","2010-05-13 07:36:20",f,f,f,f
82,,"Tiger woods affair",14,"2010-02-19 06:50:33","2010-06-15 09:19:18",f,f,f,f
78,,"Nick Lore is founder of Rockport Institute and author of 2 books on career change (1 a bestseller)",14,"2010-02-17 19:57:49","2010-06-05 12:10:24",f,f,f,f
69,,"Stanford, the birthplace of world known startups: Cisco, Yahoo and Google....",14,"2010-02-12 04:41:43","2010-06-10 19:48:11",f,f,f,f
387,4,"Can the Lakers overcome the HUGE free throw disparity against them in the Playoffs?",13,"2010-05-28 04:10:28","2010-06-12 01:53:09",f,f,f,f
329,104,"The dangers of birth control pills surface as the medical industry celebrates its 50th anniversary.",13,"2010-05-05 19:04:22","2010-06-13 02:54:53",f,f,f,f
297,3,"Stanford men's volleyball goes from 3-25 to conference champions in 4 hours, poised to win it all.",13,"2010-05-02 19:51:55","2010-06-10 06:15:09",f,f,f,f
208,,"Watching Sitcom Standout Danny Pudi, aka Community's Abed Nadir",13,"2010-04-05 09:21:56","2010-06-08 01:52:21",f,f,f,f
201,68,Blogs,13,"2010-03-23 21:12:54","2010-06-07 10:16:06",f,f,f,f
149,49,"iPhone will work at SXSW 2010?",13,"2010-03-07 06:48:52","2010-06-13 05:36:23",f,f,f,f
119,,"The History of Video Game Graphics",13,"2010-02-25 17:20:04","2010-06-15 11:54:21",f,f,f,f
117,,"Shaun White",13,"2010-02-25 17:18:35","2010-06-08 06:54:02",f,f,f,f
76,,"Web usage by athletes: finding partners through the web, blog posts by athletes.",13,"2010-02-17 11:47:31","2010-06-09 03:35:15",f,f,f,f
332,98,"Brief History of ""Don't Ask, Don't Tell"" Policy",12,"2010-05-07 19:41:31","2010-06-12 07:48:47",f,f,f,f
328,,"The dangers of the birth control pill surface as it ""celebrates"" its 50th anniversary. ",12,"2010-05-05 18:59:15","2010-06-11 06:33:23",f,f,f,f
265,29,"Manga became reality: First Japanese female pro baseball player will play in the US pro league",12,"2010-04-21 16:53:46","2010-06-16 07:55:51",f,f,f,f
251,73,"Community Organizing Critical for Teachers' Survival as Cut-Downs Bite",12,"2010-04-20 03:03:32","2010-06-11 09:06:20",f,f,f,f
240,93,"Clothing controversies in sports over time",12,"2010-04-15 17:37:47","2010-06-10 17:08:26",f,f,f,f
194,61,"Versículo del Día, Marzo 18 2010",12,"2010-03-18 08:32:07","2010-06-16 09:53:16",f,f,f,f
192,,"Redwings lose three straight without Zetterberg",12,"2010-03-17 16:29:23","2010-06-15 12:54:36",f,f,f,f
185,29,"What happened on San Diego highway?: Toyota's sale has been dropped due to the recall issue ",12,"2010-03-15 02:06:24","2010-06-07 09:21:27",f,f,f,f
105,,"friends online always but no one can broke them",12,"2010-02-23 11:41:39","2010-06-05 07:30:57",f,f,f,f
73,2,"jeffrey heer's publications",12,"2010-02-17 01:07:01","2010-05-30 16:28:19",f,f,f,f
60,,"Google is creating a ""e-revolutionary package"".",12,"2010-02-11 21:00:52","2010-06-13 20:57:03",f,f,f,f
58,,"google to offer the ""full revolutionary package""",12,"2010-02-11 16:49:02","2010-06-04 12:08:33",f,f,f,f
27,,"Machu Pichu",12,"2010-02-03 19:33:00","2010-06-11 20:33:20",f,f,f,f
295,67,"Large Scale Data Processing Domain-Specific Languages: what's out there?",11,"2010-05-02 08:18:46","2010-06-06 12:10:32",f,f,f,f
247,77,"New forms of search are developing, which will be used very differently than text.",11,"2010-04-19 15:34:54","2010-06-02 00:46:25",f,f,f,f
