id,user_id,caption,viewcount,created_at,updated_at,draft,demoted,hidden,front
214,3,Second Life: lots of hype but some learning communities are effective - no clear best practices yet.,70,4/7/10 20:47,6/14/10 15:36,f,f,f,f
333,82,Changes in role of teachers as collaborative learning and technology expands,67,5/9/10 20:13,6/12/10 12:42,f,f,f,f
188,3,"Gary Vaynerchuk: Born in Balarus, wine reseller, authentic communicator. At #SXSW, #garyrefresh.",67,3/15/10 18:00,6/11/10 23:13,f,f,f,f
227,73,Google's Catastrophe in China an Example of the Chinese System's Economic Protectionism,66,4/13/10 20:18,6/16/10 3:48,f,f,f,f
210,3,Lanier: counter-culturalist and individualist. From rural New Mexico to speaking at Stanford.,66,4/5/10 16:18,6/5/10 16:21,f,f,f,f
133,3,Location-based friend-finding at SXSW: forego serendipity in favor of advanced planning!,63,3/7/10 1:28,6/15/10 19:00,f,f,f,f
283,75,Social Media Saviness can be a Relative Advantage,62,4/28/10 6:54,5/30/10 19:37,f,f,f,f
378,71,Prominent Classroom Response Systems - Dates of Launch + Cost Per Student,61,5/25/10 5:02,6/14/10 11:11,f,f,f,f
381,75,School Laptop Programs Must be Well-executed: Some Do's and Don't's,58,5/25/10 5:10,6/14/10 21:13,f,f,f,f
336,87,New technology presents treacherous territory for youth: working to bridge the generational divide,58,5/11/10 1:32,6/11/10 12:45,f,f,f,f
356,72,To Do or Not To Do in Educational Gaming,56,5/19/10 14:35,6/16/10 11:38,f,f,f,f
232,88,"NY Times: From dysfunction to collaboration, and taking that online",55,4/14/10 18:16,6/16/10 12:14,f,f,f,f
1,,Leadup to Obama's State of the Union,54,2/1/10 7:40,6/16/10 23:36,f,f,f,f
324,86,"Hanging out, messing around, and geeking out gone bad",53,5/5/10 14:49,6/11/10 12:55,f,f,f,f
257,82,"How will kids' learning experience changes with transformation of ""books""?",53,4/20/10 21:07,6/12/10 18:15,f,f,f,f
233,86,America's Educational Decline:  It's been mostly talk and not much action for the past 20 years.,52,4/14/10 19:18,6/11/10 23:25,f,f,f,f
158,3,"Talented Christian Crumlish (@mediajunkie), ui design for PLAY... and PLAYing the yukelele at #SXSW!",52,3/8/10 7:27,6/5/10 16:21,f,f,f,f
383,86,How is technology and the Internet changing the traditional classroom learning experience?,51,5/26/10 13:55,6/7/10 10:38,f,f,f,f
235,91,We call it OpenCourseWare because it sounds so much better than OpenContentWare,51,4/14/10 20:43,6/16/10 0:00,f,f,f,f
281,91,Geolocationally augmented memory would be stupendous.,49,4/27/10 21:48,6/13/10 9:17,f,f,f,f
279,86,The price of convenience: the battle for mobile dominance continues...,49,4/27/10 14:55,6/11/10 2:09,f,f,f,f
252,71,Stimulating Broadband Adoption in the U.S.,47,4/20/10 7:06,5/31/10 16:01,f,f,f,f
234,80,The history of intergenerational program in the U.S. showing it is beneficial. :),47,4/14/10 19:40,6/11/10 11:27,f,f,f,f
346,86,How can we get kids addicted to learning?  Hint: online games and media,46,5/17/10 9:03,6/6/10 15:04,f,f,f,f
321,80,Virtual collaborative learning is more tailored to individual students than is possible in classroom,46,5/5/10 3:01,5/30/10 11:50,f,f,f,f
255,82,Intense competition of online school. How is the quality improving?,46,4/20/10 19:57,6/16/10 1:19,f,f,f,f
136,45,"""Battledecks"" returns in SXSW 2010: Big hit competition of presentation with random slides in 2008",46,3/7/10 2:12,6/15/10 10:47,f,f,f,f
278,80,Why Geolocation Services matter for educators?,45,4/27/10 6:47,6/11/10 22:12,f,f,f,f
277,82,Power of mobile devices: Not hard to make kids addicted to studying,45,4/27/10 0:10,6/11/10 15:06,f,f,f,f
268,88,Evolution from taxonomical approach to a social one for searching,45,4/21/10 17:37,6/11/10 13:06,f,f,f,f
84,,Martha Coakley loses her lead to Scott Brown in Mass Senate Race,45,2/19/10 14:37,6/2/10 15:53,f,f,f,f
358,97,The rising populations of MMORPGs,44,5/20/10 5:08,6/13/10 15:51,f,f,f,f
323,75,Neat Applications of Virtual Worlds and Online Gaming in Classrooms,43,5/5/10 6:50,6/11/10 6:31,f,f,f,f
270,72,The historical development of a flawed search interface (for children),43,4/21/10 21:51,6/7/10 17:20,f,f,f,f
253,82,Internet penetration by country has strong correlation with GDP per capita? Not necessarily.. ,43,4/20/10 15:48,6/12/10 23:42,f,f,f,f
230,85,Immersive Virtual Reality GAMES will be a great way to educate kids...,42,4/14/10 12:33,6/12/10 11:22,f,f,f,f
213,72,"The Patinas of Learning: Past, Present, and Future",42,4/7/10 10:57,6/5/10 2:54,f,f,f,f
190,61,"Versículo del Día, Marzo 16 2010",42,3/16/10 7:25,6/15/10 9:47,f,f,f,f
259,85,Remote collaboration is becoming a viable alternative...,41,4/21/10 5:24,6/11/10 15:36,f,f,f,f
56,,Google China,40,2/10/10 18:49,6/12/10 15:53,f,f,f,f
49,,How I got to where I am: the institutions (1997-2010),40,2/9/10 21:11,6/3/10 3:09,f,f,f,f
2,,Haiti Earthquake,40,2/1/10 7:40,6/9/10 5:00,f,f,f,f
386,107,"Fewer women self-identify as ""feminist,"" but definition is slowly changing",39,5/27/10 19:35,6/14/10 19:30,f,f,f,f
310,83,Is the Web making our world more quantitative or qualitative?  Or something else altogether?,38,5/4/10 5:25,6/11/10 14:17,f,f,f,f
272,79,Rise of Personal Geo-Location Services,38,4/23/10 6:47,6/10/10 3:48,f,f,f,f
260,83,What the web knows about you,38,4/21/10 6:30,6/15/10 9:58,f,f,f,f
269,97,From Dewey to the Internet:  The reunion of mind and body in education,37,4/21/10 19:13,6/15/10 0:52,f,f,f,f
225,75,Is America Overeducated?,37,4/13/10 5:21,6/4/10 16:37,f,f,f,f
51,,"Why it happened, how it goes: War in Afghanistan",37,2/10/10 8:03,6/11/10 11:44,f,f,f,f
375,82,How much investment do we need on classroon technology? Can personal devices replace it partially? ,36,5/24/10 2:34,6/14/10 13:13,f,f,f,f
341,72,Where is the process? Modern science education hides the process espoused by foundational philosophy,36,5/11/10 20:37,6/11/10 11:33,f,f,f,f
303,82,"Efforts to perserve traditional learning community by shutting out ""virtual community""",36,5/4/10 4:09,6/16/10 18:08,f,f,f,f
280,77,Technology needs new norms and practices to support productive civic involvement,36,4/27/10 20:44,6/13/10 4:59,f,f,f,f
258,75,Web search expertise is a moving target,36,4/21/10 5:04,6/14/10 2:45,f,f,f,f
231,87,State-specific virtual schools correlate to poverty,36,4/14/10 17:43,6/15/10 11:14,f,f,f,f
314,91,"The Penguin Revolution, or how to organize a strike of 700.000 high schoolers through social media.",35,5/4/10 7:53,6/12/10 10:48,f,f,f,f
287,77,Bridging the on-line off-line gap is an important research and design goal,35,4/30/10 20:08,6/8/10 3:04,f,f,f,f
75,,Snowboarding made its Olympic debut in 1998 with giant slalom and halfpipe competitions,35,2/17/10 11:31,5/31/10 5:47,f,f,f,f
331,81,AZ immigration reform,34,5/7/10 18:55,6/15/10 17:16,f,f,f,f
311,73,Meaning of Virtual Communities - Could this be the impedance to widespread use as a Learning tool?,34,5/4/10 5:25,6/12/10 0:17,f,f,f,f
152,3,Improv acting -> design -> brainstorming -> freelancing -> SXSW 2010.,34,3/7/10 20:43,6/16/10 14:40,f,f,f,f
147,48,Dead heat between Foursquare vs Gowalla: location is key at SXSW,34,3/7/10 5:44,6/11/10 16:03,f,f,f,f
81,,Evolution,34,2/19/10 0:17,6/16/10 11:04,f,f,f,f
148,48,"""Green SXSW"": paperless planning, solar power, carbon neutral...",33,3/7/10 6:32,6/11/10 6:30,f,f,f,f
353,75,Wait...do some people actually think Farmville is educational???,32,5/19/10 5:37,6/15/10 21:08,f,f,f,f
351,80,"The play of imagination: innovative ways of learning in the virtual reality, Second Life",32,5/18/10 14:40,6/17/10 1:57,f,f,f,f
315,72,virtual communities of learning vary in size and form,32,5/4/10 17:01,5/31/10 16:37,f,f,f,f
308,87,"Visualized data becomes more complex, up-to-date, and personalized with web 2.0",32,5/4/10 5:24,6/15/10 1:53,f,f,f,f
54,,Snowmageddon: Major snowstorm sweeps across the East Coast US,32,2/10/10 18:12,6/15/10 12:25,f,f,f,f
338,77,"Collaborative learning is increasingly leveraged in education, business, and government",31,5/11/10 3:06,6/15/10 11:10,f,f,f,f
322,75,Examples of Safe Educational and Social Games for Kids,31,5/5/10 6:06,6/11/10 6:31,f,f,f,f
263,80,Art motivates kids to learn.Art +Technology could be even more powerful to engage kids with learning,30,4/21/10 14:25,6/9/10 2:30,f,f,f,f
377,73,From The Not Too Far Behaviorist To The Socially Situated Approach To Learning,29,5/25/10 4:15,5/26/10 10:34,f,f,f,f
261,,Internet in rural areas: Bridging  digitally augmented isolation,29,4/21/10 7:11,6/12/10 8:06,f,f,f,f
90,9,Madonna's concert tours,29,2/22/10 0:01,6/2/10 18:49,f,f,f,f
89,8,Timeline of H1N1 Cases in the USA,29,2/21/10 22:44,6/8/10 8:51,f,f,f,f
355,73,Gaming As A Learning Tool - Really Goes Beyond Entertainment!,28,5/19/10 13:19,6/7/10 14:35,f,f,f,f
264,92,"many ""kid friendly"" search engines are actually geared towards parents",28,4/21/10 16:29,6/13/10 9:01,f,f,f,f
196,64,Wakefield scam finally gets retracted but the damage lingers.,28,3/18/10 21:26,6/13/10 14:22,f,f,f,f
145,3,The disruption of the textbook industry is imminent - the people involved will be at SXSW.,28,3/7/10 3:56,6/14/10 14:59,f,f,f,f
199,68,FrankenWeb,27,3/23/10 19:10,6/11/10 16:24,f,f,f,f
88,,John Travolta's Career Highlights,27,2/21/10 22:08,6/5/10 6:46,f,f,f,f
218,77,"Virtual Worlds have potential, but aren't reaching it yet",26,4/9/10 18:23,6/9/10 10:53,f,f,f,f
382,92,Increasingly teachers turn to phones and web 2.0 to increase class participation and engagement,25,5/25/10 9:46,6/12/10 6:26,f,f,f,f
350,77,Researchers are increasingly interested in games and virtual worlds,25,5/18/10 5:28,5/31/10 22:21,f,f,f,f
262,79,History of Web Search Engines,25,4/21/10 7:17,6/12/10 20:09,f,f,f,f
184,61,"Versículo del Día, Marzo 15 2010",22,3/15/10 0:14,6/14/10 11:43,f,f,f,f
132,44,"SXSW Japan Nite: Girls' bands and unique Omodaka, electric visual band live!",22,3/7/10 0:12,5/19/10 4:44,f,f,f,f
52,,Web censorship matters,22,2/10/10 8:33,6/12/10 23:49,f,f,f,f
80,3,"Stanford's joint MBA/JD program, started in 2007, is still experimenting.",21,2/18/10 19:30,6/14/10 0:20,f,f,f,f
140,46,Virtual World Innovators?: Australians (& New Zealanders) in SXSW,20,3/7/10 3:06,6/3/10 11:54,f,f,f,f
111,32,Starcraft 2 Beta Released,20,2/24/10 17:40,6/11/10 13:39,f,f,f,f
108,,Articles about Michael Jackson,20,2/24/10 17:31,6/15/10 9:50,f,f,f,f
241,94,Models & Weight: A Healthy Balance?,19,4/15/10 18:36,6/16/10 21:47,f,f,f,f
223,81,Charitable organizations utilizing technology for fundraising,19,4/13/10 1:18,6/11/10 17:05,f,f,f,f
110,,How a person dies.,19,2/24/10 17:35,6/15/10 10:13,f,f,f,f
86,7,Two 16 year old girls sail to become youngest to circumnavigate alone.,19,2/20/10 19:13,6/3/10 19:14,f,f,f,f
77,,Each gold medal is made with metals harvested from cathode ray tube: Eco-friendly Olympic Games!,19,2/17/10 18:23,6/11/10 4:36,f,f,f,f
67,,Bahman 22: Iranian government puts protesters down despite large numbers.,19,2/12/10 4:27,6/16/10 22:12,f,f,f,f
55,,The Group of 20 should develop voting procedures and “metamorphose” to become the governing body of ,19,2/10/10 18:38,6/14/10 21:31,f,f,f,f
205,68,KennisNet,18,3/31/10 18:24,6/16/10 6:11,f,f,f,f
183,,Versiculo del Dia ,18,3/14/10 23:31,6/11/10 7:32,f,f,f,f
151,3,The digital afterlife: from web startup to academic inquiry to hip SXSW panel.,18,3/7/10 19:01,6/9/10 9:45,f,f,f,f
144,29,"SXSW, boosting Austin $100M a year, could help Haiti with Start-up competition?",18,3/7/10 3:48,6/16/10 7:55,f,f,f,f
138,3,"Over the years: danah boyd's publications on social networks, race, and privacy in virtual community",18,3/7/10 2:30,6/11/10 17:25,f,f,f,f
134,3,Mozilla's Jetpack for Learning contest: the circle of winners head to SXSW Interactive 2010.,18,3/7/10 1:42,6/13/10 8:44,f,f,f,f
106,,Olympic Games  - Headliners Through The Years,18,2/23/10 23:19,6/4/10 20:02,f,f,f,f
94,,Toyota Recall,18,2/22/10 11:22,6/11/10 12:09,f,f,f,f
193,,Zetterberg is the key to Red Wings success - wings drop three straight without him...,17,3/17/10 16:40,6/15/10 0:14,f,f,f,f
142,3,"Gov 2.0 & Citizen/Government mash-ups - SF, DC, and SXSW.",17,3/7/10 3:30,6/5/10 16:21,f,f,f,f
135,3,Neuroscience at SXSW: bypassing buttons and tapping directly in. ,17,3/7/10 1:56,6/14/10 0:43,f,f,f,f
128,3,Crowd favorite keynotes of the past 6 SXSWi (and a prediction for 2010).,17,3/6/10 22:31,6/13/10 4:50,f,f,f,f
30,,The decline of Microsoft,17,2/5/10 4:43,6/6/10 6:27,f,f,f,f
354,4,How to quickly get ramped up in widget development in Android!,16,5/19/10 6:56,6/12/10 7:19,f,f,f,f
335,,"Miss California's Controversial Carrie Prejean feeling ""Palinized""",16,5/10/10 0:36,6/11/10 21:52,f,f,f,f
245,,The surrogacy journey of gay couples: struggles and successes.,16,4/16/10 7:52,6/11/10 8:54,f,f,f,f
177,,Even luxury goods can be eco.,16,3/12/10 20:16,6/8/10 12:52,f,f,f,f
112,31,Harry Potter's 7 Years at Hogwarts School of Witchcraft and Wizardry,16,2/24/10 17:40,6/6/10 2:25,f,f,f,f
365,,"Iceland eruption: We saw it coming, tourists died chasing it, yet feels like surprising shock.",15,5/21/10 23:23,6/13/10 7:10,f,f,f,f
291,3,"Student organization endorse candidates, coalitions emerge, leading to ASSU election results.",15,5/1/10 23:47,6/11/10 13:44,f,f,f,f
238,81,6.9 earthquake rocks Western China,15,4/14/10 21:45,5/27/10 9:14,f,f,f,f
220,78,Kal Penn's Journey from White Castle to the White House and Back Again,15,4/11/10 19:44,6/13/10 16:32,f,f,f,f
202,68,Newspapers online - Kranten - Nederland,15,3/24/10 10:01,6/14/10 9:22,f,f,f,f
200,68,Jason Mercier - Mosaic Artist,15,3/23/10 20:53,6/12/10 1:24,f,f,f,f
195,,Zetterberg is the most valuable player on the wings - the wings lose 3 without him...,15,3/18/10 20:23,6/14/10 3:37,f,f,f,f
129,3,From Nebraskan farm to fastest-growing social network: Evan Williams' road to Twitter,15,3/6/10 22:59,6/9/10 1:33,f,f,f,f
109,,Jake's Timeline,15,2/24/10 17:32,6/12/10 10:41,f,f,f,f
104,26,"Southern California communities are devestated by fire, rain and mudslides.",15,2/23/10 11:01,5/30/10 16:47,f,f,f,f
95,15,the great companies which have a world wide history,15,2/22/10 13:32,5/16/10 16:50,f,f,f,f
363,67,Gulf of Mexico oil spill threatens to change landscape of America in more than one way,14,5/21/10 22:04,6/14/10 11:14,f,f,f,f
293,67,The effects of interface on search strategies,14,5/2/10 7:24,6/14/10 5:48,f,f,f,f
209,,"Watching Sitcom Standout Danny Pudi, aka Community's Abed Nadir",14,4/5/10 9:33,6/12/10 8:47,f,f,f,f
189,,pagina inicio universidad,14,3/16/10 3:32,6/15/10 2:19,f,f,f,f
187,61,"Versículo del Día, Marzo 15 2010",14,3/15/10 7:55,6/15/10 10:35,f,f,f,f
176,3,"Recent Berkeley protests: mansions, budget cuts, layoffs, you name it.",14,3/12/10 17:02,6/11/10 15:28,f,f,f,f
83,5,Tweak the Tweet: Helping Haiti,14,2/19/10 6:56,5/13/10 7:36,f,f,f,f
82,,Tiger woods affair,14,2/19/10 6:50,6/15/10 9:19,f,f,f,f
78,,Nick Lore is founder of Rockport Institute and author of 2 books on career change (1 a bestseller),14,2/17/10 19:57,6/5/10 12:10,f,f,f,f
69,,"Stanford, the birthplace of world known startups: Cisco, Yahoo and Google....",14,2/12/10 4:41,6/10/10 19:48,f,f,f,f
387,4,Can the Lakers overcome the HUGE free throw disparity against them in the Playoffs?,13,5/28/10 4:10,6/12/10 1:53,f,f,f,f
329,104,The dangers of birth control pills surface as the medical industry celebrates its 50th anniversary.,13,5/5/10 19:04,6/13/10 2:54,f,f,f,f
297,3,"Stanford men's volleyball goes from 3-25 to conference champions in 4 hours, poised to win it all.",13,5/2/10 19:51,6/10/10 6:15,f,f,f,f
208,,"Watching Sitcom Standout Danny Pudi, aka Community's Abed Nadir",13,4/5/10 9:21,6/8/10 1:52,f,f,f,f
201,68,Blogs,13,3/23/10 21:12,6/7/10 10:16,f,f,f,f
149,49,iPhone will work at SXSW 2010?,13,3/7/10 6:48,6/13/10 5:36,f,f,f,f
119,,The History of Video Game Graphics,13,2/25/10 17:20,6/15/10 11:54,f,f,f,f
117,,Shaun White,13,2/25/10 17:18,6/8/10 6:54,f,f,f,f
76,,"Web usage by athletes: finding partners through the web, blog posts by athletes.",13,2/17/10 11:47,6/9/10 3:35,f,f,f,f
332,98,"Brief History of ""Don't Ask, Don't Tell"" Policy",12,5/7/10 19:41,6/12/10 7:48,f,f,f,f
328,,"The dangers of the birth control pill surface as it ""celebrates"" its 50th anniversary. ",12,5/5/10 18:59,6/11/10 6:33,f,f,f,f
265,29,Manga became reality: First Japanese female pro baseball player will play in the US pro league,12,4/21/10 16:53,6/16/10 7:55,f,f,f,f
251,73,Community Organizing Critical for Teachers' Survival as Cut-Downs Bite,12,4/20/10 3:03,6/11/10 9:06,f,f,f,f
240,93,Clothing controversies in sports over time,12,4/15/10 17:37,6/10/10 17:08,f,f,f,f
194,61,"Versículo del Día, Marzo 18 2010",12,3/18/10 8:32,6/16/10 9:53,f,f,f,f
192,,Redwings lose three straight without Zetterberg,12,3/17/10 16:29,6/15/10 12:54,f,f,f,f
185,29,What happened on San Diego highway?: Toyota's sale has been dropped due to the recall issue ,12,3/15/10 2:06,6/7/10 9:21,f,f,f,f
105,,friends online always but no one can broke them,12,2/23/10 11:41,6/5/10 7:30,f,f,f,f
73,2,jeffrey heer's publications,12,2/17/10 1:07,5/30/10 16:28,f,f,f,f
60,,"Google is creating a ""e-revolutionary package"".",12,2/11/10 21:00,6/13/10 20:57,f,f,f,f
58,,"google to offer the ""full revolutionary package""",12,2/11/10 16:49,6/4/10 12:08,f,f,f,f
27,,Machu Pichu,12,2/3/10 19:33,6/11/10 20:33,f,f,f,f
295,67,Large Scale Data Processing Domain-Specific Languages: what's out there?,11,5/2/10 8:18,6/6/10 12:10,f,f,f,f
247,77,"New forms of search are developing, which will be used very differently than text.",11,4/19/10 15:34,6/2/10 0:46,f,f,f,f
246,,Court Interpreters Timeline,11,4/16/10 15:17,6/3/10 4:46,f,f,f,f
244,,Breast and Cervical Cancer Timeline,11,4/16/10 5:30,5/22/10 3:02,f,f,f,f
206,,The taliban aren't paying people.,11,4/3/10 19:41,6/7/10 10:09,f,f,f,f
102,,Interesting stories and news for you !!,11,2/23/10 8:04,6/8/10 4:05,f,f,f,f
63,,Avatar,11,2/11/10 22:06,6/16/10 5:12,f,f,f,f
392,109,"Designer Collaborations: Bringing Fashion to the Mainstream, But at What Cost?",10,6/4/10 6:12,6/12/10 3:39,f,f,f,f
366,67,"Iceland eruption: We saw it coming, tourists died chasing it, yet feels like surprising shock.",10,5/21/10 23:29,6/15/10 15:14,f,f,f,f
316,103,Winter Quarter,10,5/4/10 17:13,6/14/10 21:42,f,f,f,f
294,67,How can one use the web to explore domains related to an interesting website/paper?,10,5/2/10 8:03,6/14/10 17:11,f,f,f,f
276,99,Hello World,10,4/26/10 22:13,6/13/10 4:16,f,f,f,f
237,92,How to decrease the digital divide: various solutions to giving tech to underserved communities,10,4/14/10 21:13,6/11/10 6:53,f,f,f,f
198,,asfjklfs jkll fsad ,10,3/23/10 18:54,6/9/10 1:35,f,f,f,f
115,,love of my life,10,2/25/10 17:13,6/8/10 12:58,f,f,f,f
99,,Charlie Sheen is a magnet for trouble,10,2/22/10 19:17,6/11/10 6:38,f,f,f,f
71,,Winter Olympics,10,2/16/10 1:45,6/1/10 10:38,f,f,f,f
26,,Medicare is dying a slow death - case in point.,10,2/3/10 5:48,6/14/10 14:00,f,f,f,f
22,, Susannah's Week,10,2/2/10 23:57,6/15/10 4:19,f,f,f,f
368,,Farmville propels Zynga into the Facebook Spotlight,9,5/22/10 4:16,6/12/10 9:30,f,f,f,f
362,,Arizona Immigration Bill Controversy,9,5/21/10 21:51,6/12/10 2:32,f,f,f,f
327,,"The dangers of the birth control pill surface as it ""celebrates"" its 50th anniversary. ",9,5/5/10 18:27,6/8/10 11:00,f,f,f,f
326,,"The dangers of the birth control pill surface as it ""celebrates"" it's 50th anniversary. ",9,5/5/10 18:21,6/11/10 14:48,f,f,f,f
319,103,Fall quarter,9,5/4/10 17:15,6/11/10 21:32,f,f,f,f
296,81,It's festival season in San Francisco!,9,5/2/10 17:47,6/14/10 0:32,f,f,f,f
224,81,I'm a social networking junkie.,9,4/13/10 1:52,6/6/10 18:41,f,f,f,f
179,60,NBA news on espn,9,3/14/10 5:40,6/8/10 15:01,f,f,f,f
165,41,Amazing comeback of the almost extinct California Condor,9,3/11/10 5:08,5/29/10 20:35,f,f,f,f
373,106,Farmville propels Zynga into the Facebook spotlight.,8,5/22/10 4:27,6/10/10 22:03,f,f,f,f
345,105,Supreme Court looks at Hastings and Religious clubs,8,5/13/10 6:56,6/8/10 1:24,f,f,f,f
325,,"The dangers of the birth control pill surface as it ""celebrates"" it's 50th anniversary. ",8,5/5/10 18:17,6/11/10 19:36,f,f,f,f
318,103,Fall quarter,8,5/4/10 17:15,6/14/10 6:31,f,f,f,f
317,103,Fall quarter,8,5/4/10 17:15,6/11/10 7:37,f,f,f,f
313,83,Is the Web making our world more quantitative or qualitative?  Or something else altogether?,8,5/4/10 5:26,6/15/10 11:36,f,f,f,f
217,76,test2,8,4/8/10 8:50,6/13/10 8:11,f,f,f,f
212,,Insert Title Here,8,4/6/10 10:04,6/8/10 22:51,f,f,f,f
150,50,"Manga, Game, Ninja film: Japanese subculture thrives in SXSW",8,3/7/10 7:57,6/7/10 2:39,f,f,f,f
120,,Caltrain,8,2/27/10 0:54,6/7/10 13:43,f,f,f,f
118,,Molly's Verde Experience ,8,2/25/10 17:18,6/10/10 13:12,f,f,f,f
114,,Rochette competes in figure skating at the Olympics two days after her mom died,8,2/25/10 17:04,6/7/10 11:05,f,f,f,f
101,,iPod classic history,8,2/23/10 5:25,6/6/10 4:29,f,f,f,f
98,18,The Boston Strangler from Gruesome Serial Killings to Contemporary Speculation and Movies.,8,2/22/10 16:39,5/29/10 11:47,f,f,f,f
